Binomial.1.2,pre_domestic_name,k_medoid_herbivore,Order.1.2,Family.1.2,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,guild,Diet.Graminoids,Diet.Browse.Fruit,Diet.Meat_median,Browsing.Grazing.Method,Browsing.Grazing.Source,Browsing.Grazing.Notes,Fermentation.Type,Inferred.Fermentation.Type,Inferred.Fermentation.Efficiency,Fermentation.Type.Method,Fermentation.Type.Source,Fermentation.Type.Notes,Substrate.Aquatic,Substrate.Terrestrial,Substrate.Arboreal,Substrate.Source,Substrate.Notes,Food.Handling,Food.Handling.Source,Foot.Type,Foot.Type.Coarse,Foot.Type.Notes,Foot.Type.Source,Diet.Seed,Diet.Fruit,Diet.Nectar,Diet.Root,Herd.Size,Herd.Size.Notes,Herd.Size.Source,Digging.Rooting,Digging.Rooting.Methods,Digging.Rooting.Notes,Digging.Rooting.Source,Other.Notes,Island.Endemicity,IUCN.Status.1.2,Substrate.Cat,LogMassKg,LogMassKg.cat,LogMassKg.cat.label,GuildSimple,full.FE,simple.FE
Morenelaphus_lujanensis,NA,yes,Cetartiodactyla,Cervidae,50000,Reported,Ecological Archives E084-094 (2003),NA,NA,mixed feeder,3,2,0,Estimated Dental wear (microwear) Genus,"Rotti, A., MothÃ©, D., dos Santos Avilla, L., & Semprebon, G. M. (2018). Diet reconstruction for an extinct deer (Cervidae: Cetartiodactyla) from the Quaternary of South America. Palaeogeography, Palaeoclimatology, Palaeoecology, 497, 244â€“252. https://doi.org/10.1016/J.PALAEO.2018.02.026",Genus-level results only. Mixed feeder on the grazing end of the spectrum,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA,Occurs on mainland,EP,terrestrial,1.698970004,"(1.39,1.78]",L2,mixed feeder,FOun_LOl2_FEru_SUte_GUmi,Ll2_Fru_Gmi
Muntiacus_atherodes,NA,yes,Cetartiodactyla,Cervidae,15600,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,3,0,Estimated,1,"I suspect the grazing to be a minor fraction of the diet. However, as the text does not differentiate we assign it to be a primary diet",Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Genus,3,3,0,0,Solitary/pairs,NA,1,,,,,NA,Occurs on large land bridge islands,NT,terrestrial,1.193124598,"[1,1.39]",L1,mixed feeder,FOun_LOl1_FEru_SUte_GUmi,Ll1_Fru_Gmi
Muntiacus_crinifrons,NA,yes,Cetartiodactyla,Cervidae,36141,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,1,3,0,Estimated,"1,24",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,3,0,0,Solitary/pairs,NA,1,,,,,NA,Occurs on mainland,VU,terrestrial,1.558000165,"(1.39,1.78]",L2,browser,FOun_LOl2_FEru_SUte_GUbr,Ll2_Fru_Gbr
Muntiacus_feae,NA,yes,Cetartiodactyla,Cervidae,22000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,1,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,3,0,0,Solitary/pairs,"handbook of mammals of the world says the species is virtually unstudied, but they suspect it is solitary",1,,,,,NA,Occurs on mainland,DD,terrestrial,1.342422681,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Muntiacus_gongshanensis,NA,yes,Cetartiodactyla,Cervidae,19906.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,1,Uncertain. No information available,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,3,0,0,Solitary/pairs,NA,1,,,,,NA,Occurs on mainland,DD,terrestrial,1.298999272,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Muntiacus_montanus,NA,yes,Cetartiodactyla,Cervidae,17535.3,Imputed,PHYLACINE 1.2,NA,NA,browser,1,3,0,Imputed,NA,"This species was seen as subspecies of M. muntjak, so we use this species as a proxy",Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Genus,0,3,0,0,Solitary/pairs,Source sees this species as subspecies of of M. munjtak. We assume herd size is similar to M. muntjak,1,,,,,NA,Occurs on large land bridge islands,DD,terrestrial,1.2439132,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Muntiacus_muntjak,NA,yes,Cetartiodactyla,Cervidae,15925.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,1,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,3,0,0,Solitary/pairs,NA,1,,,,,NA,Occurs on mainland,LC,terrestrial,1.202101257,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Muntiacus_putaoensis,NA,yes,Cetartiodactyla,Cervidae,12000,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Genus,0,3,0,0,Solitary/pairs,NA,extrapolated.genus.mode,,,,,NA,Occurs on mainland,DD,terrestrial,1.079181246,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Muntiacus_reevesi,NA,yes,Cetartiodactyla,Cervidae,13500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,3,0,0,Solitary/pairs,NA,1,,,,,NA,Occurs on mainland,LC,terrestrial,1.130333768,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Muntiacus_rooseveltorum,NA,yes,Cetartiodactyla,Cervidae,15000,Assumed isometric based on shoulder height,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",Muntiacus_truongsonensis,NA,browser,0,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,3,0,0,Solitary/pairs,NA,extrapolated.genus.mode,,,,,NA,Occurs on mainland,DD,terrestrial,1.176091259,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Muntiacus_truongsonensis,NA,yes,Cetartiodactyla,Cervidae,15000,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Genus,0,3,0,0,Solitary/pairs,NA,extrapolated.genus.mode,,,,,NA,Occurs on mainland,DD,terrestrial,1.176091259,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Muntiacus_vaginalis,NA,yes,Cetartiodactyla,Cervidae,18088.3,Imputed,PHYLACINE 1.2,NA,NA,browser,1,3,0,Imputed,NA,"This species was seen as subspecies of M. muntjak, so we use this species as a proxy",Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Genus,3,3,0,0,Solitary/pairs,Source sees this species as subspecies of of M. munjtak. We assume herd size is similar to M. muntjak,1,,,,,NA,Occurs on mainland,LC,terrestrial,1.257397752,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Muntiacus_vuquangensis,NA,yes,Cetartiodactyla,Cervidae,34000,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,3,0,0,Solitary/pairs,"handbook of mammals of the world says the species is virtually unstudied, but they suspect it is solitary",1,,,,,NA,Occurs on mainland,CR,terrestrial,1.531478917,"(1.39,1.78]",L2,browser,FOun_LOl2_FEru_SUte_GUbr,Ll2_Fru_Gbr
Navahoceros_fricki,NA,yes,Cetartiodactyla,Cervidae,49318.1,Imputed,PHYLACINE 1.2,NA,NA,browser,0,3,0,Estimated Expert Species,"Smith, F. A., Smith, R. E. E., Lyons, S. K., & Payne, J. L. (2018). Body size downgrading of mammals over the late Quaternary. Science, 360(6386), 310-313.",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA,Occurs on mainland,EP,terrestrial,1.693006337,"(1.39,1.78]",L2,browser,FOun_LOl2_FEru_SUte_GUbr,Ll2_Fru_Gbr
Odocoileus_hemionus,NA,yes,Cetartiodactyla,Cervidae,54212.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,1,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA,Occurs on mainland,LC,terrestrial,1.734100236,"(1.39,1.78]",L2,browser,FOun_LOl2_FEru_SUte_GUbr,Ll2_Fru_Gbr
Odocoileus_virginianus,NA,yes,Cetartiodactyla,Cervidae,55508.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,3,3,0,0,Gregarious,NA,1,,,,,NA,Occurs on mainland,LC,terrestrial,1.744360274,"(1.39,1.78]",L2,browser,FOun_LOl2_FEru_SUte_GUbr,Ll2_Fru_Gbr
Ozotoceros_bezoarticus,NA,yes,Cetartiodactyla,Cervidae,40000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA,Occurs on mainland,NT,terrestrial,1.602059991,"(1.39,1.78]",L2,mixed feeder,FOun_LOl2_FEru_SUte_GUmi,Ll2_Fru_Gmi
Paraceros_fragilis,NA,yes,Cetartiodactyla,Cervidae,50000,Reported,Acta Palaeontologica Polonica 51: 407-422 (2006),NA,NA,mixed feeder,3,3,0,Estimated Expert Species,"Smith, F. A., Smith, R. E. E., Lyons, S. K., & Payne, J. L. (2018). Body size downgrading of mammals over the late Quaternary. Science, 360(6386), 310-313.",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104, Tonni E. P., 2009, LOS MAMÍFEROS DEL CUATERNARIO
DE LA REGIÓN PAMPEANA DE
BUENOS AIRES, ARGENTINA, Quaternario do Rs: Integrando Conhecimentos",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA,Occurs on mainland,EP,terrestrial,1.698970004,"(1.39,1.78]",L2,mixed feeder,FOun_LOl2_FEru_SUte_GUmi,Ll2_Fru_Gmi
Praemegaceros_cazioti,NA,yes,Cetartiodactyla,Cervidae,70000,Reported,Philosophical Transactions fo the Royal Society of London Series B 366: 2564-2576 (2011),NA,NA,mixed feeder,3,3,0,Estimated Craniodental + Dental wear (mesowear + microwear) Species,"Palombo, M. R. (2005). Food habits of"""" Praemegaceros"""" cazioti (Deperet, 1897) from Dragonara Cave (NW Sardinia, Italy) inferred from cranial morphology and dental wear. InÂ Proceedings of the International Symposium"""" Insular Vertebrate Evolution: the Palaeontological Approach"""": September, 16-19 MallorcaÂ (pp. 233-245). Societat d'HistÃ_ria Natural de les Balears.",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104, Fanelli F. et al. 2007. Tracks and trackways of “Praemegaceros” cazioti (Depéret, 1897)
(Artiodactyla, Cervidae) in Pleistocene coastal deposits from Sardinia
(Western Mediterranean, Italy). Bollettino della Società Paleontologica Italiana 46 (1), 2007, 47-54""""","Tracks on beach and in wet sand, but most previous remains are from caves and upland sites",Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Family,NA,NA,NA,NA,Gregarious,Fossilized footprints of multiple individuals in area,"Fanelli F. et al. 2007. Tracks and trackways of “Praemegaceros” cazioti (Depéret, 1897)
(Artiodactyla, Cervidae) in Pleistocene coastal deposits from Sardinia
(Western Mediterranean, Italy). Bollettino della Società Paleontologica Italiana 46 (1), 2007, 47-54",,,,,NA,Occurs only on isolated islands,EP,terrestrial,1.84509804,"(1.78,2.17]",L3,mixed feeder,FOun_LOl3_FEru_SUte_GUmi,Ll3_Fru_Gmi
Rangifer_tarandus,NA,yes,Cetartiodactyla,Cervidae,86034,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,2,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,0,0,0,Mega-groups,NA,1,,,,,NA,Occurs on mainland,VU,terrestrial,1.934670115,"(1.78,2.17]",L3,mixed feeder,FOun_LOl3_FEru_SUte_GUmi,Ll3_Fru_Gmi
Rucervus_duvaucelii,NA,yes,Cetartiodactyla,Cervidae,143000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,2,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,1,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA,Occurs on mainland,VU,semi.aquatic,2.155336037,"(1.78,2.17]",L3,mixed feeder,FOun_LOl3_FEru_SUaq_GUmi,Ll3_Fru_Gmi
Rucervus_eldii,NA,yes,Cetartiodactyla,Cervidae,73000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,2,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Genus,0,2,0,0,Solitary/pairs,NA,1,,,,,NA,Occurs on mainland,EN,terrestrial,1.86332286,"(1.78,2.17]",L3,mixed feeder,FOun_LOl3_FEru_SUte_GUmi,Ll3_Fru_Gmi
Rucervus_schomburgki,NA,yes,Cetartiodactyla,Cervidae,110000,Reported,Ecological Archives E084-094 (2003),NA,NA,grazer,3,0,0,Estimated Expert Species,"Giles, F. H. (1937). The riddle of Cervus schomburgki. Journal of the Siam Society, Natural History Supplement, 40, 1â€“54. Retrieved from http://www.siamese-heritage.org/nhbsspdf/vol011-020/NHBSS_011_1b_Giles_TheRiddleOfCervus.pdf",These are reports but they are not very specific so we classify them as Expert judgements,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,0,0,0,NA,NA,NA,,,,,NA,Occurs on mainland,EX,terrestrial,2.041392685,"(1.78,2.17]",L3,grazer,FOun_LOl3_FEru_SUte_GUgr,Ll3_Fru_Ggr
Rusa_alfredi,NA,yes,Cetartiodactyla,Cervidae,47500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,2,3,0,Estimated,"1, 25",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,0,0,0,Solitary/pairs,NA,1,,,,,NA,Occurs only on isolated islands,EN,terrestrial,1.67669361,"(1.39,1.78]",L2,mixed feeder,FOun_LOl2_FEru_SUte_GUmi,Ll2_Fru_Gmi
Rusa_marianna,NA,yes,Cetartiodactyla,Cervidae,50000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,1,3,0,Estimated,"1, 25",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Genus,0,3,0,0,Gregarious,It is not super clear how gregarious this species is. I called it gregarious based on the fact that it tends to aggregate during the rut,1,,,,,NA,Occurs only on isolated islands,VU,terrestrial,1.698970004,"(1.39,1.78]",L2,browser,FOun_LOl2_FEru_SUte_GUbr,Ll2_Fru_Gbr
Rusa_timorensis,NA,yes,Cetartiodactyla,Cervidae,63000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,3,0,Estimated,"1, 25",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA,Occurs on large land bridge islands,VU,terrestrial,1.799340549,"(1.78,2.17]",L3,mixed feeder,FOun_LOl3_FEru_SUte_GUmi,Ll3_Fru_Gmi
Rusa_unicolor,NA,yes,Cetartiodactyla,Cervidae,180344.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,2,3,0,Estimated,"1, 25",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA,Occurs on mainland,VU,terrestrial,2.256102661,"(2.17,2.56]",L4,mixed feeder,FOun_LOl4_FEru_SUte_GUmi,Ll4_Fru_Gmi
Sangamona_fugitiva,NA,yes,Cetartiodactyla,Cervidae,157500,Reported,Ecological Archives E084-094 (2003),NA,NA,browser,1,3,0,Imputed,No data found,"""""Was Sangamona a
grassland deer, a grazer? The somewhat bovidlike
appearance of its teeth can hardly be regarded
as sufficient evidence"""" (Kurten 1979)",Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104, Kurten 1979. The stilt-legged deer Sangamona of the North-American Pleistocene. Boreas 8: 313-321",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA,Occurs on mainland,EP,terrestrial,2.197280558,"(2.17,2.56]",L4,browser,FOun_LOl4_FEru_SUte_GUbr,Ll4_Fru_Gbr
Sinomegaceros_ordosianus,NA,yes,Cetartiodactyla,Cervidae,350725.3,Imputed,PHYLACINE 1.2,NA,NA,browser,0,3,0,Estimated Expert Species,"Dong, W., Hou, Y., Yang, Z., Zhang, L., Zhang, S., & Liu, Y. (2014). Late Pleistocene mammalian fauna from Wulanmulan Paleolithic Site, Nei Mongol, China. Quaternary International, 347, 139â€“147. https://doi.org/10.1016/J.QUAINT.2014.05.051",but could check the two refs (books) in here: https://www.sciencedirect.com/science/article/pii/S1040618214003619#bib30,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",No data; inferred,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA,Occurs on mainland,EP,terrestrial,2.544967095,"(2.17,2.56]",L4,browser,FOun_LOl4_FEru_SUte_GUbr,Ll4_Fru_Gbr
Sinomegaceros_yabei,NA,yes,Cetartiodactyla,Cervidae,388150.4,Reported,Global Ecology and Biogeography 19: 475-484 (2010),NA,NA,mixed feeder,3,2,0,Estimated Craniodental Species,"van der Made, J., & Tong, H. W. (2008). Phylogeny of the giant deer with palmate brow tines Megaloceros from west and Sinomegaceros from east Eurasia. Quaternary International, 179(1), 135â€“162. https://doi.org/10.1016/J.QUAINT.2007.08.017","morphology (enamel thickness, the position of the mandibular condyle, tooth proportions, and the degree of â€_Ã„Ãºmolarisationâ€_Ã„Ã_ of the P4)",Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104, Iwase et al. 2012. Timing of megafaunal extinction in the late Pleistocene on the Japanese archipelago",temperate forest species,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA,Occurs on mainland,EP,terrestrial,2.589000038,"(2.56,2.95]",L5,mixed feeder,FOun_LOl5_FEru_SUte_GUmi,Ll5_Fru_Gmi
Giraffa_camelopardalis,NA,yes,Cetartiodactyla,Giraffidae,899994.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,11,,,,,NA,Occurs on mainland,VU,terrestrial,2.95424,"(2.95,3.34]",L6,browser,FOun_LOl6_FEru_SUte_GUbr,Ll6_Fru_Gbr
Okapia_johnstoni,NA,yes,Cetartiodactyla,Giraffidae,230001.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,2,2,0,0,Solitary/pairs,NA,11,,,,,NA,Occurs on mainland,EN,terrestrial,2.361729913,"(2.17,2.56]",L4,browser,FOun_LOl4_FEru_SUte_GUbr,Ll4_Fru_Gbr
Choeropsis_liberiensis,NA,yes,Cetartiodactyla,Hippopotamidae,235001.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,"1,2",NA,1,1,0,"1, 104",NA,Mouth,NA,Digitigrade,soft,,Reported morphology Family,0,3,0,0,Solitary/pairs,NA,11,,,,,NA,Occurs on mainland,EN,semi.aquatic,2.37107008,"(2.17,2.56]",L4,browser,FOdi_LOl4_FEfo_SUaq_GUbr,Ll4_Ffo_Gbr
Hexaprotodon_sivalensis,NA,yes,Cetartiodactyla,Hippopotamidae,3.00E+05,Assumed isometric based on teeth size,Journal of Vertebrate Paleontology 24: 464-473 (2004),Hexaprotodon_coryndoni 000 Not a late Pleistocene species,Geobios 16 139-217 (1983),grazer,3,1,0,Estimated Isotopes (C13+018) Species,"Zin-Maung-Maung-Thein, Takai, M., Uno, H., Wynn, J. G., Egi, N., Tsubamoto, T., â€_ Yoneda. (2011). Stable isotope analysis of the tooth enamel of Chaingzauk mammalian fauna (late Neogene, Myanmar) and its implication to paleoenvironment and paleogeography. Palaeogeography, Palaeoclimatology, Palaeoecology, 300(1â€“4), 11â€“22. https://doi.org/10.1016/J.PALAEO.2010.11.016",late Miocene samples,Foregut Non_ruminating,Foregut Non_ruminating,2,Reported Family,extrapolated based on extant relatives,NA,1,1,0,"1, 104, Zin-Maung-Maung-Thein 2011",Open grassland grazer,Mouth,NA,Digitigrade,soft,,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA,Occurs on large land bridge islands,EP,semi.aquatic,2.477121255,"(2.17,2.56]",L4,grazer,FOdi_LOl4_FEfo_SUaq_GUgr,Ll4_Ffo_Ggr
