Binomial.1.2,pre_domestic_name,k_medoid_herbivore,Order.1.2,Family.1.2,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,guild,Diet.Graminoids,Diet.Browse.Fruit,Diet.Meat_median,Browsing.Grazing.Method,Browsing.Grazing.Source,Browsing.Grazing.Notes,Fermentation.Type,Inferred.Fermentation.Type,Inferred.Fermentation.Efficiency,Fermentation.Type.Method,Fermentation.Type.Source,Fermentation.Type.Notes,Foraging.Aquatic,Foraging.Terrestrial,Foraging.Arboreal,Foraging.Stratum.Source,Foraging.Stratum.Notes,Food.Handling,Food.Handling.Source,Foot.Type,Foot.Type.Coarse,Foot.Type.Notes,Foot.Type.Source,Diet.Seed,Diet.Fruit,Diet.Nectar,Diet.Root,Herd.Size,Herd.Size.Notes,Herd.Size.Source,Digging.Rooting,Digging.Rooting.Methods,Digging.Rooting.Notes,Digging.Rooting.Source,Other.Notes
Soergelia_minor,NA,yes,Cetartiodactyla,Bovidae,73378.2,Imputed,PHYLACINE 1.2,NA,NA,mixed feeder,3,3,0,Estimated Isotopes (C13+018+N15) Species,"Palmqvist, P., PÃ©rez-Claros, J. A., Janis, C. M., & GrÃ¶cke, D. R. (2008). Tracing the ecophysiology of ungulates and predator-prey relationships in an early Pleistocene large mammal community. Palaeogeography, Palaeoclimatology, Palaeoecology, 266(1â€“2), 95â€“111. https://doi.org/10.1016/j.palaeo.2008.03.015",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Spirocerus_kiakhtensis,NA,yes,Cetartiodactyla,Bovidae,790678.6,Reported,Ecological Archives E084-094 (2003),NA,NA,grazer,3,0,0,Estimated Expert Species,"Smith, F. A., Smith, R. E. E., Lyons, S. K., & Payne, J. L. (2018). Body size downgrading of mammals over the late Quaternary. Science, 360(6386), 310-313.",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Sylvicapra_grimmia,NA,yes,Cetartiodactyla,Bovidae,19499.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,1,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,1,0,2,Solitary/pairs,NA,11,,,,,NA
Syncerus_caffer,NA,yes,Cetartiodactyla,Bovidae,580002.7,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,grazer,3,1,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Mega-groups,NA,11,,,,,NA
Tetracerus_quadricornis,NA,yes,Cetartiodactyla,Bovidae,19000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,1,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Solitary/pairs,NA,1,,,,,NA
Tragelaphus_angasii,NA,yes,Cetartiodactyla,Bovidae,86600.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,2,3,0,Estimated,"1,11, 25",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,3,0,0,Gregarious,NA,11,,,,,NA
Tragelaphus_buxtoni,NA,yes,Cetartiodactyla,Bovidae,215000.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,11,,,,,NA
Tragelaphus_derbianus,NA,yes,Cetartiodactyla,Bovidae,680000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,1,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,3,0,0,Gregarious,NA,11,,,,,NA
Tragelaphus_eurycerus,NA,yes,Cetartiodactyla,Bovidae,329003.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,2,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,11,,,,,NA
Tragelaphus_imberbis,NA,yes,Cetartiodactyla,Bovidae,81575.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,1,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,11,,,,,NA
Tragelaphus_oryx,NA,yes,Cetartiodactyla,Bovidae,569993.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,2,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,3,0,0,Gregarious,NA,11,,,,,NA
Tragelaphus_scriptus,NA,yes,Cetartiodactyla,Bovidae,43250.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,1,Uncertainty about diet,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Solitary/pairs,NA,11,,,,,NA
Tragelaphus_spekii,NA,yes,Cetartiodactyla,Bovidae,77999.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,grazer,3,1,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,1,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,11,,,,,NA
Tragelaphus_strepsiceros,NA,yes,Cetartiodactyla,Bovidae,213501,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,1,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,11,,,,,NA
Camelops_hesternus,NA,yes,Cetartiodactyla,Camelidae,1100000,Reported,Ecological Archives E084-094 (2003),NA,NA,browser,1,3,0,Estimated Observed Species,"Akersten, W. A., Foppe, T. M., & Jeffersons, G. T. (2018). New Source of Dietary Data for Extinct Herbivores. QUATERNARY RESEARCH, 30, 92â€“97. https://doi.org/10.1016/0033-5894(88)90090-7",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Digitigrade,soft,,Reported morphology Genus,0,0,0,0,NA,NA,NA,,,,,NA
Camelus_dromedarius,NA,yes,Cetartiodactyla,Camelidae,8.00E+05,Reported,Ecological Archives E084-094 (2003),NA,NA,mixed feeder,2,3,0,Estimated Craniodental Species,"Rowan, J., Martini, P., Likius, A., Merceron, G., & Boisserie, J. R. (2018). New Pliocene remains of Camelus grattardi (Mammalia, Camelidae) from the Shungura Formation, Lower Omo Valley, Ethiopia, and the evolution of African camels. Historical Biology, 2963, 1â€“12. https://doi.org/10.1080/08912963.2017.1423485",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Digitigrade,soft,,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Camelus_dromedarius,Camelus_dromedarius,yes,Cetartiodactyla,Camelidae,8.00E+05,Reported,Ecological Archives E084-094 (2003),NA,NA,mixed feeder,2,3,0,Estimated Craniodental Species,"Rowan, J., Martini, P., Likius, A., Merceron, G., & Boisserie, J. R. (2018). New Pliocene remains of Camelus grattardi (Mammalia, Camelidae) from the Shungura Formation, Lower Omo Valley, Ethiopia, and the evolution of African camels. Historical Biology, 2963, 1â€“12. https://doi.org/10.1080/08912963.2017.1423485",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Digitigrade,soft,,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Camelus_ferus,NA,yes,Cetartiodactyla,Camelidae,690000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Digitigrade,soft,,Kubo et al. 2019,0,0,0,0,Gregarious,"Uncertain, handbook of the mammals of the world assumes it is similar to wild living dromedary camels",1,,,,,NA
Hemiauchenia_macrocephala,NA,yes,Cetartiodactyla,Camelidae,110000,Reported,Ecological Archives E084-094 (2003),NA,NA,mixed feeder,2,3,0,Estimated Isotopes (C13) Species,"Kohn, M. J., McKay, M. P., & Knight, J. L. (2005). Dining in the Pleistocene - who's on the menu? Geology, 33(8), 649-652. https://doi.org/10.1130/G21476.1; Feranec R. S. 2003. Stable isotopes, hypsodonty, and the paleodiet of Hemiauchenia (Mammalia: Camelidae): a morphological specialization creating ecological generalization. Paleobiology 29(2): 230-242",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Digitigrade,soft,,Reported morphology Family,0,0,0,0,NA,NA,NA,,,,,NA
Hemiauchenia_paradoxa,NA,yes,Cetartiodactyla,Camelidae,1.00E+06,Reported,Ecological Archives E084-094 (2003),NA,NA,grazer,3,1,0,Estimated Isotopes (C13+018+N15) Species,"GonzÃ¡lez-Guarda, E., Domingo, L., Tornero, C., Pino, M., HernÃ¡ndez FernÃ¡ndez, M., Sevilla, P., â€_ AgustÃ_, J. (2017). Late Pleistocene ecological, environmental and climatic reconstruction based on megafauna stable isotopes from northwestern Chilean Patagonia. Quaternary Science Reviews, 170, 188â€“202. https://doi.org/10.1016/J.QUASCIREV.2017.06.035",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Digitigrade,soft,,Reported morphology Family,0,0,0,0,NA,NA,NA,,,,,NA
Lama_guanicoe,NA,yes,Cetartiodactyla,Camelidae,120000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Digitigrade,soft,,Reported morphology Family,0,0,0,0,Mega-groups,NA,1,,,,,NA
Palaeolama_major,NA,yes,Cetartiodactyla,Camelidae,1089501.4,Assumed isometric based on mandible size,Geobios 32: 629-659 (1999),Hemiauchenia_paradoxa,Geobios 32: 629-659 (1999),browser,0,3,0,Estimated Observed Species,"Marcolino, C. P., Isaias, R. M. dos S., Cozzuol, M. A., Cartelle, C., & Dantas, M. A. T. (2012). Diet of Palaeolama major (Camelidae) of Bahia, Brazil, inferred from coprolites. Quaternary International, 278, 81â€“86. https://doi.org/10.1016/J.QUAINT.2012.04.002",,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Digitigrade,soft,,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,Adapted to rocky mountainous environments (Figueroa 2016)
Palaeolama_mirifica,NA,yes,Cetartiodactyla,Camelidae,80000,Reported,Ecological Archives E084-094 (2003),NA,NA,browser,1,3,0,Estimated Dental wear (mesowear + microwear) Species,"Semprebon, G. M., & Rivals, F. (2010). Trends in the paleodietary habits of fossil camels from the Tertiary and Quaternary of North America. Palaeogeography, Palaeoclimatology, Palaeoecology, 295(1â€“2), 131â€“145. https://doi.org/10.1016/J.PALAEO.2010.05.033",,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Digitigrade,soft,,Reported morphology Family,0,0,0,0,NA,NA,NA,,,,,Adapted to rocky mountainous environments (Figueroa 2016)
Palaeolama_weddeli,NA,yes,Cetartiodactyla,Camelidae,1021897,Assumed isometric based on mandible size,Geobios 32: 629-659 (1999),Hemiauchenia_paradoxa,Geobios 32: 629-659 (1999),mixed feeder,2,3,0,Estimated Isotopes (C13) Genus,"de Melo FranÃ§a, L., de Asevedo, L., Dantas, M. A. T., Bocchiglieri, A., Avilla, L. dos S., Lopes, R. P., & da Silva, J. L. L. (2015). Review of feeding ecology data of Late Pleistocene mammalian herbivores from South America and discussions on niche differentiation. Earth-Science Reviews, 140, 158â€“165. https://doi.org/10.1016/J.EARSCIREV.2014.10.006",,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Digitigrade,soft,,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,Particularly adapted to rocky mountainous environments (Figueroa 2016)
Vicugna_vicugna,NA,yes,Cetartiodactyla,Camelidae,47499.6,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,2,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Digitigrade,soft,,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Agalmaceros_blicki,NA,yes,Cetartiodactyla,Cervidae,60000,Reported,Ecological Archives E084-094 (2003),NA,NA,browser,0,3,0,Estimated Expert Species,"Smith, F. A., Smith, R. E. E., Lyons, S. K., & Payne, J. L. (2018). Body size downgrading of mammals over the late Quaternary. Science, 360(6386), 310-313.",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Family,0,0,0,0,NA,NA,NA,,,,,NA
Alces_alces,NA,yes,Cetartiodactyla,Cervidae,356998,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,1,1,0,"1, 104",NA,Pre-hensile lip,Breda 2008,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,0,0,0,Solitary/pairs,NA,1,,,,,NA
Antifer_ultra,NA,yes,Cetartiodactyla,Cervidae,86666.2,As relative of suggested similar size,The genus has few fossils and the only certain seperation from Blastocerus is based on antler morphology,NA,NA,browser,1,3,0,Imputed,No data found,,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104","Figueroa (2016): Open, brushy, savanna habitats",Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Axis_axis,NA,yes,Cetartiodactyla,Cervidae,66172.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,2,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,2,0,0,Gregarious,NA,1,,,,,NA
Axis_calamianensis,NA,yes,Cetartiodactyla,Cervidae,40500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,2,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Genus,0,0,0,0,Gregarious,NA,1,,,,,NA
Axis_kuhlii,NA,yes,Cetartiodactyla,Cervidae,55000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,0,0,0,Solitary/pairs,NA,1,,,,,NA
Axis_porcinus,NA,yes,Cetartiodactyla,Cervidae,34127.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,2,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,2,0,0,Solitary/pairs,NA,1,,,,,NA
Blastocerus_dichotomus,NA,yes,Cetartiodactyla,Cervidae,86666.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,2,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,1,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Candiacervus_cretensis,NA,yes,Cetartiodactyla,Cervidae,79432.8,Reported,Global Ecology and Biogeography 19: 475-484 (2010),NA,NA,grazer,3,1,0,Estimated Expert Species,"Vos;, J. D. A. V. D. G. (2). (2002). Major Patterns and Processes in Biodiversityâ€¯: taxonomic diversity on islands explained in terms of sympatric speciation. World Islands in Prehistory, International Insular Investigations, V Deia International Conference of Prehistory., (1), 395â€“405.; Caloi, L., & Palombo, M. R. (1995). Functional aspects and ecologicalimplications in Pleistocene endemic cervids of Sardinia, Sicily and Crete. Geobios, 28(2), 247â€“258. https://doi.org/10.1016/S0016-6995(95)80231-2",,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",van der Geer et al. (2006) suggested that this genus was a stocky goat-like rocky hillside herbivore based on body morphometrics,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Candiacervus_dorothensis,NA,yes,Cetartiodactyla,Cervidae,538878.8,Assumed isometric based on metacarpal length,Hellenic Journal of Geosciences 41: 127-140 (2006),Candiacervus_cretensis,Hellenic Journal of Geosciences 41: 127-140 (2006),browser,1,3,0,Estimated Expert Species,"Vos;, J. D. A. V. D. G. (2). (2002). Major Patterns and Processes in Biodiversityâ€¯: taxonomic diversity on islands explained in terms of sympatric speciation. World Islands in Prehistory, International Insular Investigations, V Deia International Conference of Prehistory., (1), 395â€“405.; Caloi, L., & Palombo, M. R. (1995). Functional aspects and ecologicalimplications in Pleistocene endemic cervids of Sardinia, Sicily and Crete. Geobios, 28(2), 247â€“258. https://doi.org/10.1016/S0016-6995(95)80231-2",,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",van der Geer et al. (2006) suggested that this genus was a stocky goat-like rocky hillside herbivore based on body morphometrics,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Candiacervus_major,NA,yes,Cetartiodactyla,Cervidae,708325.6,Assumed isometric based on metacarpal length,Hellenic Journal of Geosciences 41: 127-140 (2006),"Candiacervus_cretensis 000 The paper apparently groups Candiacervus_dorothensis and Candiacervus_major. Here, masses are given based on the minimum and maximum respectively",Hellenic Journal of Geosciences 41: 127-140 (2006),browser,1,3,0,Estimated Expert Species,"Vos;, J. D. A. V. D. G. (2). (2002). Major Patterns and Processes in Biodiversityâ€¯: taxonomic diversity on islands explained in terms of sympatric speciation. World Islands in Prehistory, International Insular Investigations, V Deia International Conference of Prehistory., (1), 395â€“405.; Caloi, L., & Palombo, M. R. (1995). Functional aspects and ecologicalimplications in Pleistocene endemic cervids of Sardinia, Sicily and Crete. Geobios, 28(2), 247â€“258. https://doi.org/10.1016/S0016-6995(95)80231-2",,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",van der Geer et al. (2006) suggested that this genus was a stocky goat-like rocky hillside herbivore based on body morphometrics,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Candiacervus_rethymnensis,NA,yes,Cetartiodactyla,Cervidae,221490,Assumed isometric based on metacarpal length,Hellenic Journal of Geosciences 41: 127-140 (2006),"Candiacervus_cretensis 000 The paper apparently groups Candiacervus_dorothensis and Candiacervus_major. Here, masses are given based on the minimum and maximum respectively",Hellenic Journal of Geosciences 41: 127-140 (2006),mixed feeder,3,3,0,Estimated Expert Species,"Vos;, J. D. A. V. D. G. (2). (2002). Major Patterns and Processes in Biodiversityâ€¯: taxonomic diversity on islands explained in terms of sympatric speciation. World Islands in Prehistory, International Insular Investigations, V Deia International Conference of Prehistory., (1), 395â€“405.; Caloi, L., & Palombo, M. R. (1995). Functional aspects and ecologicalimplications in Pleistocene endemic cervids of Sardinia, Sicily and Crete. Geobios, 28(2), 247â€“258. https://doi.org/10.1016/S0016-6995(95)80231-2",,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",van der Geer et al. (2006) suggested that this genus was a stocky goat-like rocky hillside herbivore based on body morphometrics,Mouth,NA,Unguligrade,hoofed,2-toed unguligrade,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA
